,yr_built,bedrooms,sqft_living,price
2382,1985,3.0,1840,235000.0
2383,2005,3.0,1250,480000.0
2384,1935,2.0,1510,575000.0
2385,1904,4.0,2300,350000.0
2386,1966,4.0,1490,259000.0
2387,1967,5.0,2820,599000.0
2388,1970,4.0,1130,210000.0
2389,1948,4.0,3200,1184000.0
2390,1909,3.0,1510,545000.0
2391,1988,3.0,1970,299995.0
2392,1910,3.0,1210,440000.0
2393,1996,4.0,3280,699000.0
2394,1979,3.0,2420,795000.0
2395,1911,5.0,2460,445000.0
2396,1948,3.0,1180,397990.0
2397,1942,3.0,1900,706000.0
2398,2008,3.0,1651,363000.0
2399,1972,4.0,2130,850000.0
2400,1929,2.0,1430,620000.0
2401,1991,4.0,5730,1228000.0
2402,1963,4.0,1910,333000.0
2403,1961,3.0,2110,743000.0
2404,1940,2.0,1630,448000.0
2405,1989,4.0,2470,485000.0
2406,1986,4.0,2640,489950.0
2407,1996,5.0,2990,498500.0
2408,1988,3.0,2120,531000.0
2409,1956,3.0,2050,670000.0
2410,1997,5.0,1880,310000.0
2411,1977,3.0,2790,835000.0
2412,1937,4.0,3000,1688000.0
2413,2003,4.0,2140,495000.0
2414,1955,3.0,1769,495000.0
2415,1926,3.0,1710,440000.0
2416,1922,1.0,420,280000.0
2417,1989,4.0,3270,1070000.0
2418,2003,4.0,2370,1034500.0
2419,2003,4.0,1770,248000.0
2420,1990,4.0,2210,294000.0
2421,2004,3.0,1710,561000.0
2422,1919,4.0,2710,656500.0
2423,1925,3.0,2340,660000.0
2424,1947,2.0,1220,370000.0
2425,1966,3.0,1060,349950.0
2426,1957,2.0,910,223000.0
2427,1944,4.0,1880,560000.0
2428,1937,4.0,1870,594000.0
2429,1914,3.0,1480,600000.0
2430,1993,3.0,1880,315000.0
2431,1947,4.0,1890,430000.0
2432,1972,3.0,1560,440000.0
2433,1999,2.0,1070,312500.0
2434,2006,5.0,4410,1240000.0
2435,2008,3.0,1470,300000.0
2436,2007,3.0,2570,680000.0
2437,2009,2.0,1170,336750.0
2438,1926,5.0,2320,822500.0
2439,1961,4.0,2440,589000.0
2440,1997,4.0,4120,863000.0
2441,1978,2.0,1440,210000.0
2442,1978,3.0,1340,206135.0
2443,2014,6.0,3010,1125000.0
2444,1905,3.0,1840,285000.0
2445,1986,2.0,930,230000.0
2446,2002,4.0,4070,845000.0
2447,1976,3.0,1820,350000.0
2448,1947,3.0,1280,304000.0
2449,1951,2.0,900,370000.0
2450,1952,3.0,1980,810000.0
2451,1974,4.0,2010,440000.0
2452,1905,4.0,2750,1030000.0
2453,1939,4.0,3140,775000.0
2454,1906,5.0,4200,1335000.0
2455,1980,3.0,1900,235000.0
2456,1926,3.0,1830,499950.0
2457,1975,5.0,3320,622500.0
2458,1966,4.0,2700,300000.0
2459,1976,3.0,1290,205000.0
2460,1997,3.0,1500,435000.0
2461,1978,4.0,3650,697000.0
2462,1944,3.0,1270,153000.0
2463,1979,4.0,2630,454000.0
2464,1987,2.0,1800,345000.0
2465,1927,3.0,1870,585000.0
2466,2000,4.0,2540,380000.0
2467,1981,4.0,1930,250600.0
2468,1974,4.0,2770,890000.0
2469,2001,4.0,2220,370000.0
2470,1961,3.0,1650,369500.0
2471,1999,4.0,3670,883000.0
2472,1989,4.0,3770,950000.0
2473,1978,3.0,2350,615000.0
2474,1983,3.0,1210,305000.0
2475,1989,4.0,2010,590000.0
2476,1985,3.0,1580,485000.0
2477,1943,2.0,710,215000.0
2478,1971,3.0,1910,430000.0
2479,2000,4.0,1880,324900.0
2480,1990,2.0,2280,849900.0
2481,1973,5.0,3100,975000.0
2482,1993,5.0,2350,910000.0
2483,1919,3.0,1850,459950.0
2484,1997,3.0,2070,325000.0
2485,1958,4.0,2020,513000.0
2486,1981,3.0,1580,475000.0
2487,1993,4.0,2690,419000.0
2488,1958,4.0,2420,760000.0
2489,1954,5.0,2540,1120000.0
2490,1950,2.0,1150,129000.0
2491,1968,5.0,3210,725000.0
2492,1992,3.0,2040,580000.0
2493,1921,3.0,1920,385000.0
2494,1958,4.0,1900,265000.0
2495,1982,3.0,4310,1735000.0
2496,2005,3.0,1070,330000.0
2497,1989,4.0,2790,665000.0
2498,2000,3.0,2860,799000.0
2499,1925,3.0,2250,589000.0
2500,1900,2.0,3170,1695000.0
2501,1906,3.0,1460,538000.0
2502,1926,3.0,1540,530100.0
2503,1900,3.0,2910,718500.0
2504,1962,3.0,1180,299000.0
2505,1948,3.0,1640,556000.0
2506,1920,4.0,1520,171000.0
2507,2003,5.0,3610,540000.0
2508,2012,3.0,1400,250000.0
2509,2007,4.0,3200,795000.0
2510,2006,3.0,1384,575000.0
2511,2005,3.0,1410,379500.0
2512,2006,4.0,2050,385000.0
2513,2009,4.0,1750,415500.0
2514,1972,3.0,1510,397500.0
2515,2005,3.0,1930,530000.0
2516,1985,4.0,2960,883000.0
2517,1968,5.0,2920,850000.0
2518,1923,2.0,1980,496752.0
2519,1950,3.0,1430,330000.0
2520,2010,4.0,2450,735000.0
2521,2008,4.0,2360,525000.0
2522,2002,3.0,1890,269950.0
2523,1953,3.0,2140,650000.0
2524,1940,3.0,1900,520500.0
2525,1990,4.0,2700,652500.0
2526,1957,5.0,2430,506000.0
2527,1957,3.0,1110,416000.0
2528,1960,4.0,2280,500000.0
2529,1949,3.0,1550,460000.0
2530,1977,3.0,1530,371025.0
2531,2002,4.0,2440,576000.0
2532,1987,4.0,1760,353500.0
2533,1926,4.0,3040,1735000.0
2534,1957,3.0,1070,183000.0
2535,1939,3.0,1990,763101.0
2536,1951,2.0,1090,460000.0
2537,1919,4.0,1890,825000.0
2538,1969,3.0,1000,265000.0
2539,1960,3.0,1770,295000.0
2540,1960,4.0,2360,418000.0
2541,1999,3.0,3380,554000.0
2542,2005,3.0,1700,534500.0
2543,1918,2.0,1600,690000.0
2544,1988,4.0,2050,530000.0
2545,2014,2.0,1210,357186.0
2546,2007,5.0,1940,300000.0
2547,1967,4.0,1810,304000.0
2548,1984,4.0,1690,385000.0
2549,1923,4.0,1800,415000.0
2550,2007,4.0,3280,963000.0
2551,2004,4.0,4290,792500.0
2552,1979,3.0,1150,309212.0
2553,1999,2.0,880,235000.0
2554,1907,3.0,1720,667000.0
2555,1956,3.0,1510,470000.0
2556,1908,4.0,1240,375000.0
2557,1953,4.0,1580,410000.0
2558,1987,4.0,2170,566000.0
2559,2010,4.0,2500,680000.0
2560,1908,1.0,960,332000.0
2561,2003,4.0,3030,902000.0
2562,1947,3.0,1540,500000.0
2563,1976,3.0,1890,445000.0
2564,1973,4.0,2810,825000.0
2565,1958,4.0,3530,1095000.0
2566,1957,3.0,1100,277000.0
2567,1975,3.0,1940,545000.0
2568,2003,3.0,2300,435000.0
2569,2005,3.0,2110,638000.0
2570,1965,4.0,1220,418000.0
2571,1968,3.0,1750,499000.0
2572,1949,3.0,1230,150000.0
2573,2002,3.0,3100,759950.0
2574,1991,3.0,1830,427000.0
2575,2003,5.0,2640,632500.0
2576,1900,6.0,1840,660000.0
2577,1990,4.0,3190,862000.0
2578,1910,2.0,1120,524000.0
2579,1958,3.0,1760,470000.0
2580,2000,3.0,1590,385000.0
2581,1985,4.0,2120,575000.0
2582,1988,4.0,2240,220000.0
2583,1919,2.0,890,460000.0
2584,1978,3.0,2940,1712500.0
2585,1973,3.0,1220,175000.0
2586,1966,3.0,2670,465000.0
2587,1912,3.0,1120,552000.0
2588,1981,4.0,3130,565000.0
2589,1976,4.0,1740,518000.0
2590,2006,4.0,3290,899950.0
2591,1926,3.0,1770,373000.0
2592,2006,4.0,2960,385000.0
2593,1943,2.0,1200,245000.0
2594,1913,4.0,2400,375000.0
2595,2002,4.0,2690,699850.0
2596,1948,6.0,3550,450000.0
2597,1970,2.0,1310,455000.0
2598,1910,4.0,2610,650000.0
2599,1960,5.0,2760,378000.0
2600,1940,3.0,1410,220000.0
2601,1967,4.0,1960,285500.0
2602,2004,3.0,1212,340000.0
2603,1954,4.0,2220,921000.0
2604,1973,4.0,2040,375000.0
2605,1992,4.0,2800,999000.0
2606,1957,3.0,2040,335000.0
2607,1950,4.0,3070,1920000.0
2608,1928,2.0,830,385000.0
2609,2003,4.0,4140,850000.0
2610,2009,5.0,2340,429000.0
2611,2006,3.0,1420,523950.0
2612,2013,3.0,2670,798800.0
2613,2009,3.0,1880,284000.0
2614,2014,4.0,3450,852880.0
2615,2005,3.0,1200,320000.0
2616,2014,4.0,3430,749995.0
2617,2007,3.0,1350,468500.0
2618,2006,5.0,2570,492500.0
2619,2008,4.0,2840,685000.0
2620,2014,4.0,2650,542525.0
2621,2007,3.0,1980,435000.0
2622,1988,3.0,1280,242000.0
2623,1987,4.0,2610,325000.0
2624,1994,5.0,3010,837700.0
2625,1948,1.0,930,210000.0
2626,1977,3.0,1180,187500.0
2627,1926,5.0,1710,560000.0
2628,1989,3.0,1380,272000.0
2629,1968,3.0,1190,235000.0
2630,1986,3.0,1870,259000.0
2631,2014,5.0,3130,866059.0
2632,1909,2.0,900,473000.0
2633,1968,3.0,1880,405000.0
2634,1951,4.0,3010,870000.0
2635,1985,3.0,2280,475000.0
2636,1998,3.0,2970,499500.0
2637,2008,2.0,1620,386000.0
2638,1918,4.0,1550,458000.0
2639,1976,3.0,2240,550000.0
2640,1989,3.0,2830,605500.0
2641,2000,3.0,2890,421000.0
2642,1991,4.0,1990,536000.0
2643,1982,3.0,1370,247200.0
2644,1983,2.0,1088,250000.0
2645,1978,4.0,1740,204950.0
2646,1978,3.0,1730,430000.0
2647,1998,4.0,1800,250000.0
2648,1958,3.0,1440,260000.0
2649,1926,4.0,1720,547000.0
2650,1995,5.0,2800,379900.0
2651,2005,3.0,2300,738500.0
2652,1967,4.0,2030,545000.0
2653,1948,2.0,740,342000.0
2654,1983,5.0,9640,4668000.0
2655,1966,4.0,1920,170000.0
2656,1983,4.0,2490,616000.0
2657,1948,3.0,1380,640000.0
2658,1993,3.0,1530,332000.0
2659,2006,3.0,2420,1010000.0
2660,1991,4.0,2150,380000.0
2661,1967,4.0,1610,415000.0
2662,2001,4.0,2650,1008000.0
2663,1976,4.0,2700,669000.0
2664,1948,3.0,1270,260000.0
2665,1986,4.0,3150,854000.0
2666,1985,3.0,2010,605000.0
2667,1927,3.0,860,320000.0
2668,1983,3.0,1410,229950.0
2669,1987,3.0,1700,255000.0
2670,2000,4.0,2570,1170000.0
2671,2004,2.0,1230,479000.0
2672,2004,4.0,4170,1200000.0
2673,2010,3.0,1180,472000.0
2674,1980,3.0,1430,198000.0
2675,1962,4.0,1450,440000.0
2676,1961,3.0,2180,506000.0
2677,1993,4.0,2210,382500.0
2678,1978,2.0,1480,269500.0
2679,1971,3.0,2340,560000.0
2680,1996,4.0,3860,840000.0
2681,2008,3.0,2300,479500.0
2682,1968,3.0,1450,402000.0
2683,2006,2.0,1380,549000.0
2684,1999,4.0,2470,449950.0
2685,1975,4.0,2030,493000.0
2686,1948,4.0,1440,142500.0
2687,1998,3.0,1160,250000.0
2688,1908,3.0,1580,729000.0
2689,2006,2.0,1430,465000.0
2690,1943,2.0,1494,465000.0
2691,1988,4.0,1930,280000.0
2692,1953,6.0,2740,675000.0
2693,1927,3.0,1880,667500.0
2694,1988,3.0,2590,809000.0
2695,1986,3.0,2140,400000.0
2696,1956,4.0,1870,310000.0
2697,1928,2.0,1230,435000.0
2698,2001,4.0,2340,465950.0
2699,1958,3.0,2880,1538000.0
2700,1945,3.0,880,253000.0
2701,2003,3.0,3040,330000.0
2702,1946,4.0,1120,554000.0
2703,2013,3.0,1380,350000.0
2704,1994,4.0,1660,294999.0
2705,1905,3.0,2500,1185001.0
2706,1991,4.0,2940,752000.0
2707,2005,4.0,1670,451000.0
2708,1994,4.0,2630,725000.0
2709,1975,4.0,2250,345000.0
2710,1967,3.0,1320,206000.0
2711,1934,4.0,4100,2027000.0
2712,1993,3.0,4340,2475000.0
2713,1976,4.0,3700,1728000.0
2714,1962,5.0,2700,580000.0
2715,1950,3.0,980,430000.0
2716,1988,4.0,2650,720000.0
2717,1964,7.0,3670,824000.0
2718,1952,3.0,2960,936000.0
2719,2006,4.0,3070,535000.0
2720,2011,3.0,1413,286800.0
2721,2005,2.0,1260,350000.0
2722,2007,3.0,1680,345000.0
2723,2009,3.0,1230,435000.0
2724,2008,3.0,4360,1555000.0
2725,2013,4.0,4420,1325000.0
2726,2006,3.0,2770,461000.0
2727,1990,3.0,2910,770000.0
2728,1997,4.0,4290,1384000.0
2729,2005,3.0,1600,330000.0
2730,1994,4.0,1820,322500.0
2731,2001,6.0,6050,1600000.0
2732,1977,3.0,1700,475000.0
2733,1942,2.0,790,250275.0
2734,1969,3.0,1720,274500.0
2735,1960,3.0,990,284950.0
2736,1983,4.0,1770,264950.0
2737,1986,3.0,1260,242000.0
2738,1999,4.0,3640,913000.0
2739,1958,3.0,2040,555000.0
2740,1948,4.0,1980,711000.0
2741,1968,5.0,3600,403500.0
2742,1991,4.0,4270,975000.0
2743,1947,4.0,2030,253779.0
2744,2008,3.0,1689,384400.0
2745,1976,5.0,2870,646000.0
2746,1952,3.0,1270,415000.0
2747,1997,4.0,2790,764000.0
2748,2002,5.0,3850,507000.0
2749,1936,3.0,1560,545500.0
2750,1928,3.0,1180,450000.0
2751,1980,4.0,1820,264000.0
2752,1926,5.0,1260,650000.0
2753,1991,3.0,2640,365000.0
2754,1954,2.0,1100,343566.0
2755,1997,3.0,1950,375000.0
2756,1966,3.0,1380,295000.0
2757,1977,3.0,2200,325000.0
2758,1963,4.0,2050,265000.0
2759,1996,5.0,2795,562000.0
2760,1989,4.0,2050,540000.0
2761,2001,4.0,6430,4489000.0
2762,1970,5.0,2150,279950.0
2763,1963,3.0,1970,540000.0
2764,1960,4.0,2660,310000.0
2765,1914,1.0,720,190000.0
2766,2000,4.0,2410,440000.0
2767,1937,3.0,2020,1400000.0
2768,1958,2.0,1080,230000.0
2769,1981,3.0,1180,455000.0
2770,1915,2.0,660,175000.0
2771,1981,3.0,2920,650000.0
2772,1989,4.0,4850,3000000.0
2773,1900,3.0,1080,192500.0
2774,1978,3.0,1670,239950.0
2775,1931,6.0,1370,175000.0
2776,1972,5.0,3450,850000.0
2777,1961,4.0,1970,410000.0
2778,1996,4.0,2290,570000.0
2779,1966,5.0,2240,469000.0
2780,1938,2.0,1240,559000.0
2781,1989,3.0,2420,739888.0
2782,1969,5.0,3260,568450.0
2783,1942,2.0,670,240000.0
2784,1980,5.0,3160,574950.0
2785,1967,3.0,1990,180000.0
2786,2005,4.0,4680,1160000.0
2787,2000,3.0,1700,300000.0
2788,1996,4.0,2807,630000.0
2789,1968,4.0,1770,507000.0
2790,1979,4.0,2570,287500.0
2791,1983,3.0,3450,688000.0
2792,1972,3.0,1670,424000.0
2793,1928,3.0,1050,400000.0
2794,1987,4.0,1910,620000.0
2795,1971,3.0,910,300000.0
2796,1978,5.0,2480,615000.0
2797,1921,2.0,1820,206000.0
2798,2003,4.0,2920,515500.0
2799,1961,5.0,1870,554000.0
2800,1938,4.0,3810,825000.0
2801,1918,4.0,2190,855000.0
2802,1993,3.0,1730,315000.0
2803,1968,5.0,2220,299000.0
2804,1951,3.0,1320,650000.0
2805,1925,3.0,1510,465000.0
2806,2003,3.0,2120,535000.0
2807,2004,2.0,1690,564000.0
2808,2007,3.0,1360,515000.0
2809,2008,4.0,3250,580000.0
2810,2010,3.0,1490,309000.0
2811,2013,3.0,1930,536751.0
2812,2010,4.0,2020,415000.0
2813,2012,3.0,1584,267000.0
2814,2008,4.0,3170,820000.0
2815,2005,4.0,3870,1399950.0
2816,2008,2.0,1430,485000.0
2817,2008,3.0,1380,482000.0
2818,2008,4.0,2610,535000.0
2819,2013,3.0,1540,690000.0
2820,1948,3.0,1940,576000.0
2821,1909,3.0,2160,378750.0
2822,1968,4.0,1530,269900.0
2823,1983,3.0,1440,210000.0
2824,1987,4.0,2640,429900.0
2825,1927,4.0,3620,1525000.0
2826,2004,4.0,2850,360000.0
2827,1947,2.0,1260,405000.0
2828,1955,3.0,1610,450000.0
2829,1945,3.0,1360,703000.0
2830,1998,4.0,2496,661000.0
2831,1969,4.0,2160,580000.0
2832,1900,3.0,1320,464000.0
2833,2004,2.0,2540,945000.0
2834,1956,4.0,2620,659500.0
2835,1960,3.0,1140,200000.0
2836,1990,3.0,1790,280000.0
2837,1902,4.0,2440,1325000.0
2838,1966,3.0,2140,346150.0
2839,1905,3.0,1330,197500.0
2840,2001,4.0,2590,799000.0
2841,2005,4.0,4750,1309500.0
2842,1921,2.0,1620,350000.0
2843,1987,4.0,2440,720000.0
2844,1954,3.0,2020,519000.0
2845,1907,3.0,1470,590300.0
2846,2002,5.0,5990,2200000.0
2847,1962,6.0,2520,410000.0
2848,2005,2.0,1440,437000.0
2849,1984,3.0,1640,221000.0
2850,1963,4.0,2150,380000.0
2851,1952,2.0,1570,506000.0
2852,1968,4.0,1980,395000.0
2853,1901,3.0,1210,285000.0
2854,1903,3.0,1900,311000.0
2855,1991,3.0,1940,520000.0
2856,1948,3.0,1310,435000.0
2857,1945,2.0,990,120000.0
2858,2002,3.0,3870,1440000.0
2859,1912,3.0,1340,186000.0
2860,1947,4.0,2160,756000.0
2861,1950,4.0,2080,248000.0
2862,1933,3.0,1300,287000.0
2863,1998,4.0,2610,510000.0
2864,1959,3.0,1050,249000.0
2865,2004,3.0,2480,340000.0
2866,1930,4.0,1820,399888.0
2867,1968,3.0,1170,440000.0
2868,1959,4.0,2370,899000.0
2869,2014,5.0,3090,540500.0
2870,1978,3.0,2310,385000.0
2871,1962,4.0,2060,558000.0
2872,2007,3.0,2540,600000.0
2873,2003,4.0,2400,450000.0
2874,1961,3.0,1320,232500.0
2875,1949,2.0,790,436000.0
2876,1960,4.0,1790,240000.0
2877,1983,3.0,1820,489950.0
2878,1911,6.0,1670,680000.0
2879,2001,5.0,3990,1068000.0
2880,1945,3.0,1430,352450.0
2881,1969,4.0,2030,335000.0
2882,1906,4.0,1290,549000.0
2883,1990,4.0,3820,1240000.0
2884,1931,4.0,2520,618250.0
2885,1972,5.0,3880,1815000.0
2886,1927,2.0,1590,850000.0
2887,1925,5.0,3530,930000.0
2888,1996,3.0,1610,505000.0
2889,1994,4.0,3280,925000.0
2890,1971,3.0,1860,275000.0
2891,1910,3.0,1840,499000.0
2892,2003,3.0,2120,507000.0
2893,1972,4.0,2270,619850.0
2894,1994,3.0,2840,500000.0
2895,1980,4.0,1220,310000.0
2896,2008,4.0,2310,646000.0
2897,1966,3.0,1840,265000.0
2898,2003,3.0,950,475000.0
2899,1970,4.0,3070,600000.0
2900,1997,3.0,1730,470000.0
2901,1939,2.0,920,319950.0
2902,2004,3.0,3200,712000.0
2903,1996,4.0,3010,775000.0
2904,1979,3.0,1600,390000.0
2905,2001,4.0,2840,585000.0
2906,1989,3.0,2430,1027000.0
2907,1976,3.0,1750,232603.0
2908,2008,3.0,1240,543000.0
2909,2006,3.0,1530,607500.0
2910,2012,3.0,3390,750000.0
2911,2008,3.0,2320,728050.0
2912,2012,4.0,2650,734990.0
2913,2011,3.0,2238,330000.0
2914,1996,4.0,2620,605000.0
2915,1979,3.0,1910,441000.0
2916,2003,4.0,3040,650000.0
2917,1965,7.0,4640,1950000.0
2918,1925,3.0,1500,395000.0
2919,1963,1.0,380,245000.0
2920,1997,4.0,2970,905000.0
2921,1988,4.0,3030,660000.0
2922,1978,4.0,1890,378000.0
2923,1919,2.0,1040,600000.0
2924,1986,4.0,2090,632500.0
2925,1910,2.0,1680,210000.0
2926,2006,2.0,2770,754800.0
2927,1948,2.0,1020,175000.0
2928,1985,3.0,1470,455000.0
2929,1947,3.0,1430,450000.0
2930,1974,4.0,2050,790000.0
2931,1941,4.0,2080,480000.0
2932,1995,3.0,2870,850000.0
2933,2000,4.0,3940,725000.0
2934,1949,3.0,1520,380000.0
2935,1954,3.0,1700,979000.0
2936,1981,3.0,1940,359950.0
2937,1926,4.0,2870,665900.0
2938,2001,3.0,3240,812000.0
2939,1953,3.0,1150,203000.0
2940,1975,3.0,1440,456000.0
2941,1916,5.0,2200,547000.0
2942,1987,3.0,1470,280000.0
2943,1930,2.0,1760,640000.0
2944,1976,3.0,1780,477000.0
2945,1954,4.0,2450,455000.0
2946,1999,3.0,1890,587206.0
2947,1999,3.0,2540,425000.0
2948,1917,4.0,1360,511500.0
2949,2004,2.0,1310,218000.0
2950,1942,3.0,1510,332000.0
2951,1967,3.0,1860,291000.0
2952,1979,4.0,2200,279000.0
2953,1988,4.0,3360,950000.0
2954,1960,3.0,2470,970500.0
2955,1925,2.0,1260,412000.0
2956,1950,3.0,1430,400000.0
2957,1913,3.0,1230,200000.0
2958,1997,4.0,2320,397000.0
2959,2003,4.0,3290,715000.0
2960,2005,4.0,2550,371000.0
2961,2003,3.0,1870,458000.0
2962,1977,5.0,3110,436500.0
2963,1983,3.0,1820,329950.0
2964,1962,3.0,3050,950000.0
2965,1997,4.0,1890,282000.0
2966,1931,1.0,800,250000.0
2967,2002,6.0,6900,1135000.0
2968,1972,4.0,2670,400000.0
2969,1964,5.0,3260,681500.0
2970,1949,2.0,860,200000.0
2971,1937,5.0,3366,1300000.0
2972,2008,5.0,3840,1462497.0
2973,1998,4.0,3850,995000.0
2974,1996,4.0,2040,355000.0
2975,1967,3.0,1790,425000.0
2976,1988,4.0,3740,869000.0
2977,2003,3.0,2660,915000.0
2978,1973,3.0,3230,2110000.0
2979,1959,4.0,3140,925000.0
2980,1999,6.0,5480,2400000.0
2981,1910,3.0,1160,390000.0
2982,1995,3.0,1860,330000.0
2983,1990,4.0,1630,482500.0
2984,2001,3.0,1750,525000.0
2985,1960,3.0,1300,237000.0
2986,1960,3.0,960,205000.0
2987,1989,3.0,1850,623000.0
2988,2013,4.0,3260,565000.0
2989,1973,4.0,2420,400000.0
2990,2002,3.0,1460,405000.0
2991,1992,4.0,2240,337000.0
2992,1943,2.0,1240,355000.0
2993,1975,3.0,2060,885000.0
2994,1959,5.0,2280,420000.0
2995,2006,4.0,2510,448000.0
2996,2004,4.0,3150,800000.0
2997,1978,5.0,2780,830000.0
2998,1917,6.0,2380,725000.0
2999,1905,3.0,2140,780000.0
3000,1948,2.0,840,325000.0
3001,1976,4.0,2170,488800.0
3002,1989,4.0,4410,1320000.0
3003,1940,4.0,2120,489000.0
3004,2004,7.0,6630,1240000.0
3005,1993,3.0,3290,595000.0
3006,1973,5.0,2290,359900.0
3007,1989,3.0,4910,1080000.0
3008,2012,4.0,3730,925000.0
3009,2014,3.0,2440,625000.0
3010,2014,3.0,2570,339990.0
3011,2014,4.0,2970,775950.0
3012,2013,5.0,2630,420000.0
3013,2005,3.0,1530,654000.0
3014,2001,3.0,3690,725000.0
3015,1948,2.0,1230,375000.0
3016,1952,3.0,2200,1100000.0
3017,1986,4.0,2330,639500.0
3018,1928,4.0,2160,849000.0
3019,1956,4.0,1550,418000.0
3020,1943,4.0,1780,442900.0
3021,1934,3.0,2610,750000.0
3022,2000,3.0,3290,930000.0
3023,1914,2.0,1330,565000.0
3024,1987,4.0,3530,874150.0
3025,1990,4.0,2090,545000.0
3026,1963,4.0,2040,500000.0
3027,1966,4.0,2370,687000.0
3028,1989,4.0,2810,810000.0
3029,1977,3.0,2050,439500.0
3030,1907,3.0,2870,802000.0
3031,1963,4.0,2130,732600.0
3032,2004,4.0,2580,374000.0
3033,1999,4.0,2380,330000.0
3034,1962,4.0,1940,365000.0
3035,1930,2.0,1610,290900.0
3036,1976,3.0,2060,577000.0
3037,1925,2.0,1010,280000.0
3038,1982,4.0,2810,675000.0
3039,1972,3.0,2380,800000.0
3040,1951,2.0,1060,299995.0
3041,1983,3.0,1560,440000.0
3042,1963,2.0,1500,249500.0
3043,1907,2.0,970,690000.0
3044,1968,3.0,1170,235000.0
3045,1998,3.0,2280,320000.0
3046,1963,7.0,2800,350000.0
3047,1970,4.0,1150,334000.0
3048,1980,6.0,2180,235000.0
3049,1990,4.0,2520,442000.0
3050,1966,3.0,1760,264000.0
3051,1949,2.0,1180,275000.0
3052,1949,2.0,950,430000.0
3053,1988,3.0,1900,550000.0
3054,1999,4.0,2300,775000.0
3055,1962,6.0,2660,603500.0
3056,1919,3.0,1530,230000.0
3057,1930,4.0,1850,449000.0
3058,1997,4.0,4230,2075000.0
3059,1937,3.0,1200,420000.0
3060,1954,4.0,2270,735000.0
3061,1968,3.0,1090,200000.0
3062,2008,3.0,1100,286000.0
3063,2009,3.0,1640,579000.0
3064,1959,3.0,1950,345100.0
3065,1957,3.0,1660,350000.0
3066,1946,3.0,880,291500.0
3067,2014,3.0,1500,649950.0
3068,2012,3.0,1890,458500.0
3069,1911,3.0,1150,500000.0
3070,1997,3.0,2430,362300.0
3071,1975,4.0,2110,324000.0
3072,1918,3.0,2950,495000.0
3073,1985,3.0,1650,233500.0
3074,1978,3.0,2110,479000.0
3075,1975,4.0,2010,322200.0
3076,1998,4.0,3030,835000.0
3077,1955,3.0,1270,347000.0
3078,1962,3.0,1610,725000.0
3079,1904,3.0,1140,345000.0
3080,1989,3.0,2110,345950.0
3081,1964,3.0,1840,550000.0
3082,1940,3.0,1560,399950.0
3083,1976,3.0,1840,269500.0
3084,1973,4.0,1830,494000.0
3085,1956,4.0,2120,453000.0
3086,1977,3.0,1600,442500.0
3087,1962,4.0,1450,235000.0
3088,1959,3.0,1880,389800.0
3089,1950,3.0,1270,346000.0
3090,1953,4.0,1720,360000.0
3091,1990,4.0,2400,650000.0
3092,1932,3.0,1150,290000.0
3093,1940,2.0,870,234000.0
3094,1989,4.0,2000,260000.0
3095,1949,3.0,2420,349900.0
3096,1952,3.0,1080,275000.0
3097,1988,4.0,3420,725000.0
3098,1990,4.0,1870,375000.0
3099,1997,4.0,2500,806000.0
3100,1992,3.0,2150,470000.0
3101,1984,3.0,1470,490000.0
3102,1926,5.0,2130,615000.0
3103,1968,3.0,1000,249000.0
3104,1955,3.0,2390,396500.0
3105,1901,2.0,860,405000.0
3106,1989,3.0,1960,560000.0
3107,2003,4.0,2000,459950.0
3108,1928,3.0,1620,265000.0
3109,1977,6.0,2890,502000.0
3110,1981,3.0,1300,430000.0
3111,1924,2.0,1080,525000.0
3112,1955,4.0,2170,415000.0
3113,1987,3.0,2260,600000.0
3114,1967,3.0,1580,225000.0
3115,2008,4.0,2620,300000.0
3116,2014,4.0,1540,491234.0
3117,1948,4.0,4570,1580000.0
3118,2006,4.0,3440,905000.0
3119,1959,5.0,1740,199950.0
3120,1942,4.0,2160,450000.0
3121,1949,3.0,1480,899000.0
3122,2005,2.0,2260,649000.0
3123,1987,4.0,3910,780000.0
3124,1965,4.0,1700,400000.0
3125,1984,5.0,4470,831500.0
3126,1905,3.0,1800,471001.0
3127,2007,3.0,1630,385000.0
3128,1969,3.0,1030,326000.0
3129,1907,1.0,720,335000.0
3130,1974,4.0,1890,320000.0
3131,2004,4.0,1840,300000.0
3132,1977,4.0,2540,269950.0
3133,1913,4.0,3520,1220000.0
3134,1966,4.0,3220,590000.0
3135,1941,3.0,1820,750000.0
3136,1984,3.0,1230,239950.0
3137,1931,3.0,1340,215000.0
3138,1943,3.0,1200,165000.0
3139,1962,3.0,1390,261350.0
3140,1924,4.0,1730,569000.0
3141,1992,3.0,1580,425000.0
3142,1954,4.0,3520,800000.0
3143,1960,4.0,2650,715000.0
3144,1993,3.0,1310,337000.0
3145,1990,4.0,2300,560000.0
3146,1972,3.0,1780,449500.0
3147,1987,3.0,1980,660000.0
3148,1943,2.0,1300,685000.0
3149,1996,5.0,3500,905000.0
3150,1960,3.0,1830,403500.0
3151,2004,3.0,1520,405000.0
3152,1984,4.0,2700,385000.0
3153,1974,3.0,2810,1700000.0
3154,2003,3.0,1660,285000.0
3155,1990,3.0,1310,249900.0
3156,2014,4.0,2960,633634.0
